rank,name,导演,编剧,主演,类型:,制片国家/地区:,语言:,上映日期:,片长:,又名:,IMDb:,summary,rating,votes,5星,4星,3星,2星,1星
No.172,背靠背，脸对脸,黄建新、杨亚洲,黄建新、孙毅安、刘醒龙,牛振华、雷恪生、李强、句号、王劲松、戈治均、佘南南、张嘉益、刘国祥、徐学政、林海海、温谦、马载军、吴玮玲、张艺、韩炳杰、杨亚洲,剧情,,,1994-09-10(多伦多电影节),148分钟,,,"['\n                                \u3000\u3000王双立（牛振华 饰）是某地文化馆的代馆长，这个馆长一代就是好几年，想升也升不上去，却也没有其他变动。不料一天，来了新的文化馆长老马（雷恪生 饰），这让王双立离正馆长的距离更远了。新馆长老马原是个副乡长，王双立认为他是个土包子，心里很是不以为然，利用自己对文化馆人际关系熟 悉的优势，想方设法给老马出难题。经过几轮较量，老马终于被挤走，王双立又成了代馆长，再次受领导重用，岂料，螳螂捕蝉黄雀在后，秘书小阎（李强 饰）成了新一任馆长。王双立不甘心，再次和小阎斗法，想将对方挤走，这次王双立还能如愿与偿吗？\n                                    ', '\n                                \u3000\u3000电影《背靠背，脸对脸》获得第二届大学生电影节最佳故事片和最佳男主角奖、东京国际电影节最佳男主角奖、第15届金鸡奖最佳导演和最佳合作片奖、第14届香港电影金像奖十大华语片。\n                        ']",['9.5'],['156883'],75.9%,21.6%,2.2%,0.2%,0.1%
