rank,name,导演,编剧,主演,类型:,制片国家/地区:,语言:,上映日期:,片长:,又名:,IMDb:,官方小站:,summary,rating,votes,5星,4星,3星,2星,1星
No.38,让子弹飞,姜文,朱苏进、述平、姜文、郭俊立、危笑、李不空、马识途,姜文、葛优、周润发、刘嘉玲、陈坤、张默、姜武、周韵、廖凡、姚橹、邵兵、苗圃、冯小刚、胡军、马珂、白冰、杜奕衡、李静、胡明、危笑、杨奇雨、赵铭,剧情、喜剧、动作、西部,,,2010-12-16(中国大陆),132分钟,,,,"['\n                                \u3000\u3000民国年间，花钱捐得县长的马邦德（葛优 饰）携妻（刘嘉玲 饰）及随从走马上任。途经南国某地，遭劫匪张麻子（姜文 饰）一伙伏击，随从尽死，只夫妻二人侥幸活命。马为保命，谎称自己是县长的汤 师爷。为汤师爷许下的财富所动，张麻子摇身一变化身县长，带着手下赶赴鹅城上任。有道是天高皇帝远，鹅城地处偏僻，一方霸主黄四郎（周润发 饰）只手遮天，全然不将这个新来的县长放在眼里。张麻子痛打了黄的武教头（姜武 饰），黄则设计害死张的义子小六（张默 饰）。原本只想赚钱的马邦德，怎么也想不到竟会被卷入这场土匪和恶霸的角力之中。鹅城上空愁云密布，血雨腥风在所难免……\n                                    ', '\n                                \u3000\u3000本片根据马识途的小说《夜谭十记》中的《盗官记》一章改编。\n                        ']",['9.0'],['1808441'],60.7%,30.7%,7.7%,0.7%,0.3%
