rank,name,导演,编剧,主演,类型:,制片国家/地区:,语言:,上映日期:,片长:,又名:,IMDb:,官方小站:,summary,rating,votes,5星,4星,3星,2星,1星
No.8,星际穿越 Interstellar,克里斯托弗·诺兰,乔纳森·诺兰、克里斯托弗·诺兰,马修·麦康纳、安妮·海瑟薇、杰西卡·查斯坦、麦肯吉·弗依、卡西·阿弗莱克、迈克尔·凯恩、马特·达蒙、提莫西·查拉梅、艾伦·伯斯汀、约翰·利思戈、韦斯·本特利、大卫·吉亚西、比尔·欧文、托弗·戈瑞斯、科莱特·沃夫、弗朗西斯·X.麦卡蒂、安德鲁·博尔巴、乔什·斯图沃特、莱雅·卡里恩斯、利亚姆·迪金森、杰夫·赫普内尔、伊莱耶斯·加贝尔、布鲁克·史密斯、大卫·奥伊罗、威廉姆·德瓦内、拉什·费加、格里芬·弗雷泽、弗洛拉·诺兰,剧情、科幻、冒险,,,2014-11-12(中国大陆)、2020-08-02(中国大陆重映)、2014-11-07(美国),169分钟,,,,"['\n                            ', '\n                            ', '\n                        ']",['9.4'],['2004150'],75.6%,20.2%,3.6%,0.4%,0.2%
