rank,name,导演,编剧,主演,类型:,制片国家/地区:,语言:,上映日期:,片长:,又名:,IMDb:,官方小站:,summary,rating,votes,5星,4星,3星,2星,1星
No.9,盗梦空间 Inception,克里斯托弗·诺兰,克里斯托弗·诺兰,莱昂纳多·迪卡普里奥、约瑟夫·高登-莱维特、艾利奥特·佩吉、汤姆·哈迪、渡边谦、迪利普·劳、基里安·墨菲、汤姆·贝伦杰、玛丽昂·歌迪亚、皮特·波斯尔思韦特、迈克尔·凯恩、卢卡斯·哈斯、李太力、克莱尔·吉尔蕾、马格努斯·诺兰、泰勒·吉蕾、乔纳森·吉尔、水源士郎、冈本玉二、厄尔·卡梅伦、瑞恩·海沃德、米兰达·诺兰、拉什·费加、蒂姆·科勒赫、妲露拉·莱莉,剧情、科幻、悬疑、冒险,,,2010-09-01(中国大陆)、2020-08-28(中国大陆重映)、2010-07-16(美国),148分钟,,,,"['\n                            ', '\n                            ', '\n                        ']",['9.4'],['2192861'],72.7%,23.4%,3.5%,0.2%,0.1%
