rank,name,导演,编剧,主演,类型:,制片国家/地区:,语言:,上映日期:,片长:,IMDb:,summary,rating,votes,5星,4星,3星,2星,1星
No.78,沉默的羔羊 The Silence of the Lambs,乔纳森·戴米,托马斯·哈里斯、泰德·塔里,朱迪·福斯特、安东尼·霍普金斯、斯科特·格伦、安东尼·希尔德、布鲁克·史密斯、卡斯·莱蒙斯、弗兰基·费森、泰德·拉文、崔西·沃特、丹·巴特勒、达拉,剧情、惊悚、犯罪,,,1991-02-14(美国),118分钟,,['\n                                \u3000\u3000联调局学院学员 Clarice M. Starling（乔迪·福斯特 饰）受行为科学组的 Jack Crawford（斯科特·格伦 饰）指派，前往州立巴尔的摩法医院访问被监禁的精神科医生 Hannibal Lecter（安东尼·霍普金斯 饰）。Lecter要求转到条件较 好的联邦机构，远离常常折磨他的 Frederick Chilton 医生（安东尼·希尔德 饰），并愿意为此提供持续作案的连环杀手水牛比尔（泰德·莱文 饰）的心理分析……\n                        '],['8.9'],['955418'],54.6%,37.2%,7.5%,0.4%,0.1%
