rank,name,导演,编剧,主演,类型:,制片国家/地区:,语言:,上映日期:,片长:,又名:,IMDb:,summary,rating,votes,5星,4星,3星,2星,1星
No.97,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,戈尔·维宾斯基,泰德·艾略特、特里·鲁西奥、斯图尔特·贝亚蒂耶、杰·沃尔伯特,约翰尼·德普、杰弗里·拉什、奥兰多·布鲁姆、凯拉·奈特莉、杰克·达文波特、乔纳森·普雷斯,动作、奇幻、冒险,,,2003-11-21(中国大陆)、2003-07-09(美国),143 分钟,,,"['\n                            ', '\n                            ', '\n                        ']",['8.8'],['914526'],52.0%,38.7%,8.8%,0.5%,0.1%
