rank,name,导演,编剧,主演,类型:,制片国家/地区:,语言:,上映日期:,片长:,又名:,IMDb:,summary,rating,votes,5星,4星,3星,2星,1星
No.105,爱在黎明破晓前 Before Sunrise,理查德·林克莱特,理查德·林克莱特、金·克里桑,伊桑·霍克、朱莉·德尔佩、安德莉亚·埃克特、汉诺·波西尔、卡尔·布拉克施魏格尔、特克斯·鲁比诺威茨、埃尔尼·曼戈尔德、多米尼克·卡斯特尔、海蒙·玛丽亚·巴汀格、哈拉尔德·魏格莱因、汉斯·魏因加特纳、彼得·艾利·休默、休伯特·法比安·库尔特勒、约翰·斯洛斯、克里斯蒂安·安科维奇、亚当·戈德堡、保罗·波伊特,剧情、爱情,,,1995-01-27(美国),101分钟,,,"['\n                                \u3000\u3000美国青年杰西（伊桑·霍克 Ethan Hawke 饰）在火车上偶遇了法国女学生塞琳娜（朱莉·德尔佩 Julie Delpy 饰），两人在火车上交谈甚欢。当火车到达维也纳时，杰西盛情邀请塞琳娜一起在维也纳游览一番，即使杰西翌日便要坐飞机离开。与杰西一见钟情的塞琳娜接受了杰西的邀请。\n                                    ', '\n                                \u3000\u3000他们一边游览城市，一边谈论着彼此的过去 ，彼此对生活的感想，两人了解越加深刻。他们非常珍惜这美妙的晚上，这对恋人一起经历了很多浪漫的经历因为他们约定在半年后再见，而此次约会将会在日出之间结束……\n                        ']",['8.8'],['741611'],54.5%,34.5%,9.7%,1.0%,0.3%
