rank,name,导演,编剧,主演,类型:,制片国家/地区:,语言:,上映日期:,片长:,又名:,IMDb:,官方小站:,summary,rating,votes,5星,4星,3星,2星,1星
No.75,功夫,周星驰,曾瑾昌、陈文强、周星驰、霍昕,周星驰、元秋、元华、黄圣依、梁小龙、陈国坤、田启文、林子聪、林雪、冯克安、释彦能、冯小刚、袁祥仁、张一白、赵志凌、董志华、何文辉、陈凯师、贾康熙、林子善、任珈锐、王仕颖,喜剧、动作、犯罪、奇幻,,,2004-12-23(中国大陆/中国香港)、2015-01-15(中国大陆3D)、2004-09-14(多伦多电影节),100分钟(3D重映),,,,"['\n                                \u3000\u30001940年代的上海，自小受尽欺辱的街头混混阿星（周星驰）为了能出人头地，可谓窥见机会的缝隙就往里钻，今次他盯上行动日益猖獗的黑道势力“斧头帮”，想借之大名成就大业。\n                                    ', '\n                                \u3000\u3000阿星假冒“斧头帮”成员试图在一个叫“猪笼城寨”的地方对居民敲诈，不想引来真的“斧头帮”与“猪笼城寨”居民的恩怨。“猪笼城寨”原是藏龙卧虎之处，居民中有许多身怀绝技者（元华、梁小龙等），他们隐藏于此本是为远离江湖恩怨，不想麻烦自动上身，躲都躲不及。而在观战正邪两派的斗争中，阿星逐渐领悟功夫的真谛。\n                        ']",['8.9'],['1234318'],54.8%,34.0%,10.2%,0.8%,0.2%
