rank,name,导演,编剧,主演,类型:,官方网站:,制片国家/地区:,语言:,上映日期:,片长:,又名:,IMDb:,官方小站:,summary,rating,votes,5星,4星,3星,2星,1星
No.46,少年派的奇幻漂流 Life of Pi,李安,扬·马特尔、大卫·麦基,苏拉·沙玛、伊尔凡·可汗、拉菲·斯波、阿迪勒·侯赛因、塔布、阿尤什·坦东、加塔姆·贝鲁尔、阿彦·汗、穆德·阿巴斯·卡勒里、维比什·希瓦库玛、热拉尔·德帕迪约、詹姆斯·斋藤、俊·奈托、安德里亚·迪·斯戴法诺、沙拉万提·塞纳特、王柏杰、柯一正、黄健玮,剧情、奇幻、冒险,,,,2012-11-22(中国大陆)、2012-09-28(纽约电影节)、2012-11-21(美国),127分钟,,,,"['\n                            ', '\n                            ', '\n                        ']",['9.1'],['1419648'],61.7%,31.3%,6.4%,0.4%,0.2%
