rank,name,导演,编剧,主演,类型:,官方网站:,制片国家/地区:,语言:,上映日期:,片长:,又名:,IMDb:,summary,rating,votes,5星,4星,3星,2星,1星
No.48,指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,彼得·杰克逊,弗兰·威尔士、菲利帕·鲍恩斯、斯蒂芬·辛克莱、彼得·杰克逊、J.R.R.托尔金,伊利亚·伍德、西恩·奥斯汀、多米尼克·莫纳汉、奥兰多·布鲁姆、维果·莫腾森、伊恩·麦克莱恩、凯特·布兰切特、比利·博伊德、杰德·布罗菲、丽芙·泰勒、安迪·瑟金斯、米兰达·奥图、雨果·维文、布拉德·道里夫、卡卢姆·吉廷斯、伯纳德·希尔、布鲁斯·霍普金斯、克里斯托弗·李、纳撒尼尔·利斯、罗宾·马尔科姆、约翰·贝西、萨拉·贝克、克雷格·帕克、布鲁斯·菲利普斯、Robert Pollock、约翰·瑞斯-戴维斯、奥利维亚·田內、卡尔·厄本、史蒂芬·乌瑞、大卫·文翰、菲利普·格里夫、肖恩·宾、约翰·诺贝尔、Jarl Benzon、Jørn Benzon、Ben Britton、阿利斯泰尔·布朗宁、Sean Button、Robert Catto、罗德尼·库克、卡尔洛斯·德林克沃特、西奥沙福瓦、本·弗兰舍姆、Jonathan Harding、Lucas Hayward、丹·汉纳、保罗·霍姆斯、杰森霍德、彼得·杰克逊、Sam Kelly、Sandro Kopp,剧情、动作、奇幻、冒险,,,,2003-04-25(中国大陆)、2021-04-23(中国大陆重映)、2002-12-05(纽约首映)、2002-12-18(美国),180分钟,,,"['\n                            ', '\n                            ', '\n                        ']",['9.2'],['804873'],66.8%,27.1%,5.6%,0.4%,0.1%
