rank,name,导演,编剧,主演,类型:,官方网站:,制片国家/地区:,语言:,上映日期:,片长:,又名:,IMDb:,summary,rating,votes,5星,4星,3星,2星,1星
No.186,小偷家族 万引き家族,是枝裕和,是枝裕和,中川雅也、安藤樱、松冈茉优、城桧吏、佐佐木美结、树木希林、绪形直人、池松壮亮、森口瑶子、山田裕贵、片山萌美、柄本明、高良健吾、池胁千鹤、足立智充,剧情、家庭、犯罪,,,,2018-08-03(中国大陆)、2018-05-13(戛纳电影节)、2018-06-08(日本),117分钟(中国大陆),,,"['\n                                \u3000\u3000东京的都市丛林中央，残存着一栋古旧寒酸的老房子，这里局促地生活着柴田一家五口人。在工地当临时工的男人阿治（Lily Franky 饰）经常带着儿子祥太（城桧吏 饰）到超市盗窃生活用品，这一天，他们回家路上遇到了独自待在户外的四岁女孩由里（佐佐木美结 饰）。妻子信代（安藤樱 饰）起初极力主张将女孩送回父母身边，但当看到女孩原生家庭的状况时又心生恻隐。原本柴田家就靠着老奶奶初枝（树木希林 饰）的养老金度日，而今多了一口人，自然更艰辛了几分。包括信代的妹妹亚纪（松冈茉优 饰）在内，虽然一家人游走在贫困和违法的边缘，但笃深的羁绊将他们紧紧联系在一起，使他们的心不会随着冰冷的都市而寒冷下去……\n                                    ', '\n                                \u3000\u3000本片荣获第71届戛纳电影节金棕榈\n                        ']",['8.7'],['858634'],45.1%,44.7%,9.4%,0.7%,0.2%
