rank,name,导演,编剧,主演,类型:,制片国家/地区:,语言:,上映日期:,片长:,IMDb:,summary,rating,votes,5星,4星,3星,2星,1星
No.81,蝴蝶效应 The Butterfly Effect,埃里克·布雷斯、J·麦基·格鲁伯,J·麦基·格鲁伯、埃里克·布雷斯,阿什顿·库彻、梅洛拉·沃尔特斯、艾米·斯马特、埃尔登·汉森、威廉姆·李·斯科特、约翰·帕特里克·阿梅多利、艾琳·戈洛瓦娅、凯文·G·施密特、杰西·詹姆斯、罗根·勒曼、莎拉·威多斯、杰克·凯斯、卡梅隆·布莱特、埃里克·斯托尔兹、考乐姆·吉斯·雷尼、凯文·杜兰,剧情、科幻、悬疑、惊悚,,,2004-01-23(美国),113分钟,,"['\n                                \u3000\u3000伊万（艾什顿·库奇 Ashton Kutcher 饰）曾经有一个糟糕的童年，因为他行为闯下了大祸，令他童年充满不堪回忆的往事。而事实上，他确实只是依稀记得一点可怕的情景，这些情景一直纠缠着他的正常生活。伊万接受心理学家建议，把琐碎生活记在记事本里，却偶然发现通过记事本回到过去。\n                                    ', '\n                                \u3000\u3000这时他才清楚记起，童年时候的自己做了那么多的错事。他幻想着用现在的意识，潜入童年的身体，去弥补种种过失给人们带来的伤害，尤其是希望与当年暗恋的凯西最终走回一起。然而他一次次的跨越时空的更改，只能越来越招致现实世界的不可救药。一切就像蝴蝶效应般，牵一发而动全身。\n                        ']",['8.9'],['1002774'],53.8%,37.4%,8.0%,0.6%,0.2%
